id,zip,gender,birth_year,birth_month,edu_level,inc_level,agegp,zip_str,city,edu_year,income,ln_income,male,female,entry_year,mean_edu_year,size
722123,台南市佳里區,男性,10,6,無(不識字)(跳答7),無收入,70歲及以上,台南市佳里區,台南市,,0,0,1,0,22,6,3
106236,台北市大安區,男性,10,2,小學,1-2萬元以下,70歲及以上,台北市大安區,台北市,6,15000,9.6158056,1,0,22,6,3
510115,彰化縣員林鎮,女性,10,5,無(不識字)(跳答7),無收入,70歲及以上,彰化縣員林鎮,彰化縣,,0,0,0,1,22,6,3
269118,宜蘭縣冬山鄉,女性,11,3,無(不識字)(跳答7),跳答,70歲及以上,宜蘭縣冬山鄉,宜蘭縣,,,,0,1,23,,1
326113,桃園市楊梅區,男性,12,2,自修(識字、私塾)(跳答7),跳答,70歲及以上,桃園市楊梅區,桃園市,,,,1,0,24,,2
801233,高雄市前金區,女性,11,11,其他,拒答,70歲及以上,高雄市前金區,高雄市,,,,0,1,24,,2
302108,新竹縣竹北市,女性,13,2,無(不識字)(跳答7),跳答,70歲及以上,新竹縣竹北市,新竹縣,,,,0,1,25,6,4
302221,新竹縣竹北市,男性,12,12,初職,1萬元以下,70歲及以上,新竹縣竹北市,新竹縣,,5000,8.5171928,1,0,25,6,4
207210,新北市萬里區,女性,12,10,無(不識字)(跳答7),無收入,70歲及以上,新北市萬里區,新北市,,0,0,0,1,25,6,4
222128,新北市深坑區,女性,13,1,小學,無收入,70歲及以上,新北市深坑區,新北市,6,0,0,0,1,25,6,4
437123,台中市大甲區,男性,14,2,初職,拒答,70歲及以上,台中市大甲區,台中市,,,,1,0,26,6,4
222228,新北市深坑區,男性,14,1,小學,無收入,70歲及以上,新北市深坑區,新北市,6,0,0,1,0,26,6,4
510201,彰化縣員林鎮,男性,13,9,其他,跳答,70歲及以上,彰化縣員林鎮,彰化縣,,,,1,0,26,6,4
526208,彰化縣二林鎮,男性,13,9,小學,跳答,70歲及以上,彰化縣二林鎮,彰化縣,6,,,1,0,26,6,4
324213,桃園市平鎮區,女性,15,4,小學,無收入,70歲及以上,桃園市平鎮區,桃園市,6,0,0,0,1,27,6,1
244136,新北市林口區,女性,16,4,無(不識字)(跳答7),跳答,70歲及以上,新北市林口區,新北市,,,,0,1,28,12,3
412102,台中市大里區,女性,16,4,無(不識字)(跳答7),跳答,70歲及以上,台中市大里區,台中市,,,,0,1,28,12,3
114228,台北市內湖區,男性,16,5,高中(續答6a1),4-5萬元以下,70歲及以上,台北市內湖區,台北市,12,45000,10.714417,1,0,28,12,3
604222,嘉義縣竹崎鄉,男性,16,12,小學,2-3萬元以下,70歲及以上,嘉義縣竹崎鄉,嘉義縣,6,25000,10.126631,1,0,29,6,1
931121,屏東縣佳冬鄉,男性,18,4,五專,1萬元以下,70歲及以上,屏東縣佳冬鄉,屏東縣,14,5000,8.5171928,1,0,30,11.4,5
360113,苗栗縣苗栗市,女性,18,6,小學,1萬元以下,70歲及以上,苗栗縣苗栗市,苗栗縣,6,5000,8.5171928,0,1,30,11.4,5
234101,新北市永和區,男性,18,1,大學(續答6a2),4-5萬元以下,70歲及以上,新北市永和區,新北市,16,45000,10.714417,1,0,30,11.4,5
231208,新北市新店區,女性,18,2,高職(續答6a1),1萬元以下,70歲及以上,新北市新店區,新北市,12,5000,8.5171928,0,1,30,11.4,5
821215,高雄市路竹區,男性,17,9,國(初)中,跳答,70歲及以上,高雄市路竹區,高雄市,9,,,1,0,30,11.4,5
234117,新北市永和區,男性,18,12,小學,無收入,70歲及以上,新北市永和區,新北市,6,0,0,1,0,31,6,8
702114,台南市南區,男性,19,2,小學,1萬元以下,70歲及以上,台南市南區,台南市,6,5000,8.5171928,1,0,31,6,8
412106,台中市大里區,男性,19,4,小學,跳答,70歲及以上,台中市大里區,台中市,6,,,1,0,31,6,8
106131,台北市大安區,女性,18,9,小學,跳答,70歲及以上,台北市大安區,台北市,6,,,0,1,31,6,8
330113,桃園市桃園區,男性,19,6,無(不識字)(跳答7),1-2萬元以下,70歲及以上,桃園市桃園區,桃園市,,15000,9.6158056,1,0,31,6,8
523212,彰化縣埤頭鄉,女性,18,10,無(不識字)(跳答7),1萬元以下,70歲及以上,彰化縣埤頭鄉,彰化縣,,5000,8.5171928,0,1,31,6,8
621120,嘉義縣民雄鄉,女性,18,10,小學,跳答,70歲及以上,嘉義縣民雄鄉,嘉義縣,6,,,0,1,31,6,8
604210,嘉義縣竹崎鄉,女性,18,9,無(不識字)(跳答7),跳答,70歲及以上,嘉義縣竹崎鄉,嘉義縣,,,,0,1,31,6,8
235120,新北市中和區,男性,20,2,國(初)中,1-2萬元以下,70歲及以上,新北市中和區,新北市,9,15000,9.6158056,1,0,32,7.5,4
106220,台北市大安區,男性,20,1,軍警官學校/大學,3-4萬元以下,70歲及以上,台北市大安區,台北市,,35000,10.463103,1,0,32,7.5,4
269121,宜蘭縣冬山鄉,女性,19,11,小學,無收入,70歲及以上,宜蘭縣冬山鄉,宜蘭縣,6,0,0,0,1,32,7.5,4
207116,新北市萬里區,女性,20,1,無(不識字)(跳答7),拒答,70歲及以上,新北市萬里區,新北市,,,,0,1,32,7.5,4
360226,苗栗縣苗栗市,男性,20,9,國(初)中,1萬元以下,70歲及以上,苗栗縣苗栗市,苗栗縣,9,5000,8.5171928,1,0,33,7.2857141,8
324205,桃園市平鎮區,男性,21,4,小學,無收入,70歲及以上,桃園市平鎮區,桃園市,6,0,0,1,0,33,7.2857141,8
407112,台中市西屯區,女性,21,7,國(初)中,1-2萬元以下,70歲及以上,台中市西屯區,台中市,9,15000,9.6158056,0,1,33,7.2857141,8
651121,雲林縣北港鎮,女性,20,9,小學,跳答,70歲及以上,雲林縣北港鎮,雲林縣,6,,,0,1,33,7.2857141,8
328201,桃園市觀音區,男性,21,4,小學,無收入,70歲及以上,桃園市觀音區,桃園市,6,0,0,1,0,33,7.2857141,8
813205,高雄市左營區,男性,20,12,國(初)中,3-4萬元以下,70歲及以上,高雄市左營區,高雄市,9,35000,10.463103,1,0,33,7.2857141,8
364222,苗栗縣大湖鄉,女性,21,3,小學,無收入,70歲及以上,苗栗縣大湖鄉,苗栗縣,6,0,0,0,1,33,7.2857141,8
526116,彰化縣二林鎮,女性,20,10,無(不識字)(跳答7),跳答,70歲及以上,彰化縣二林鎮,彰化縣,,,,0,1,33,7.2857141,8
433225,台中市沙鹿區,女性,22,5,無(不識字)(跳答7),跳答,70歲及以上,台中市沙鹿區,台中市,,,,0,1,34,10.4,11
551203,南投縣名間鄉,男性,21,10,無(不識字)(跳答7),不知道,70歲及以上,南投縣名間鄉,南投縣,,,,1,0,34,10.4,11
111113,台北市士林區,男性,22,8,大學(續答6a2),4-5萬元以下,70歲及以上,台北市士林區,台北市,16,45000,10.714417,1,0,34,10.4,11
114135,台北市內湖區,女性,22,1,無(不識字)(跳答7),1萬元以下,70歲及以上,台北市內湖區,台北市,,5000,8.5171928,0,1,34,10.4,11
302104,新竹縣竹北市,女性,22,3,無(不識字)(跳答7),跳答,70歲及以上,新竹縣竹北市,新竹縣,,,,0,1,34,10.4,11
103135,台北市大同區,女性,22,7,國(初)中,跳答,70歲及以上,台北市大同區,台北市,9,,,0,1,34,10.4,11
551104,南投縣名間鄉,男性,22,8,小學,無收入,70歲及以上,南投縣名間鄉,南投縣,6,0,0,1,0,34,10.4,11
621202,嘉義縣民雄鄉,女性,21,11,無(不識字)(跳答7),1萬元以下,70歲及以上,嘉義縣民雄鄉,嘉義縣,,5000,8.5171928,0,1,34,10.4,11
112104,台北市北投區,女性,22,3,無(不識字)(跳答7),無收入,70歲及以上,台北市北投區,台北市,,0,0,0,1,34,10.4,11
111111,台北市士林區,男性,22,6,高中(續答6a1),1萬元以下,70歲及以上,台北市士林區,台北市,12,5000,8.5171928,1,0,34,10.4,11
106135,台北市大安區,女性,22,1,國(初)中,跳答,70歲及以上,台北市大安區,台北市,9,,,0,1,34,10.4,11
604113,嘉義縣竹崎鄉,男性,23,6,小學,跳答,70歲及以上,嘉義縣竹崎鄉,嘉義縣,6,,,1,0,35,6,7
206226,基隆市七堵區,女性,22,10,無(不識字)(跳答7),跳答,70歲及以上,基隆市七堵區,基隆市,,,,0,1,35,6,7
241135,新北市三重區,男性,23,5,小學,無收入,70歲及以上,新北市三重區,新北市,6,0,0,1,0,35,6,7
523205,彰化縣埤頭鄉,女性,22,9,小學,1萬元以下,70歲及以上,彰化縣埤頭鄉,彰化縣,6,5000,8.5171928,0,1,35,6,7
437124,台中市大甲區,男性,23,4,小學,2-3萬元以下,70歲及以上,台中市大甲區,台中市,6,25000,10.126631,1,0,35,6,7
523107,彰化縣埤頭鄉,男性,22,12,小學,1萬元以下,70歲及以上,彰化縣埤頭鄉,彰化縣,6,5000,8.5171928,1,0,35,6,7
238220,新北市樹林區,男性,23,1,初職,1萬元以下,70歲及以上,新北市樹林區,新北市,,5000,8.5171928,1,0,35,6,7
407103,台中市西屯區,男性,24,8,小學,1萬元以下,70歲及以上,台中市西屯區,台中市,6,5000,8.5171928,1,0,36,7.8571429,14
234227,新北市永和區,女性,23,10,自修(識字、私塾)(跳答7),無收入,70歲及以上,新北市永和區,新北市,,0,0,0,1,36,7.8571429,14
300133,新竹市,女性,23,9,國(初)中,跳答,70歲及以上,新竹市,新竹市,9,,,0,1,36,7.8571429,14
830126,高雄市鳳山區,女性,24,2,無(不識字)(跳答7),跳答,70歲及以上,高雄市鳳山區,高雄市,,,,0,1,36,7.8571429,14
220208,新北市板橋區,女性,24,5,小學,跳答,70歲及以上,新北市板橋區,新北市,6,,,0,1,36,7.8571429,14
811211,高雄市楠梓區,女性,24,5,無(不識字)(跳答7),1-2萬元以下,70歲及以上,高雄市楠梓區,高雄市,,15000,9.6158056,0,1,36,7.8571429,14
328220,桃園市觀音區,女性,23,11,無(不識字)(跳答7),無收入,70歲及以上,桃園市觀音區,桃園市,,0,0,0,1,36,7.8571429,14
333104,桃園市龜山區,女性,24,5,無(不識字)(跳答7),無收入,70歲及以上,桃園市龜山區,桃園市,,0,0,0,1,36,7.8571429,14
651214,雲林縣北港鎮,男性,23,11,大學(續答6a2),1萬元以下,70歲及以上,雲林縣北港鎮,雲林縣,16,5000,8.5171928,1,0,36,7.8571429,14
812202,高雄市小港區,女性,24,3,無(不識字)(跳答7),跳答,70歲及以上,高雄市小港區,高雄市,,,,0,1,36,7.8571429,14
821111,高雄市路竹區,男性,24,7,小學,1萬元以下,70歲及以上,高雄市路竹區,高雄市,6,5000,8.5171928,1,0,36,7.8571429,14
510220,彰化縣員林鎮,男性,24,2,小學,跳答,70歲及以上,彰化縣員林鎮,彰化縣,6,,,1,0,36,7.8571429,14
702104,台南市南區,男性,24,5,小學,1-2萬元以下,70歲及以上,台南市南區,台南市,6,15000,9.6158056,1,0,36,7.8571429,14
830226,高雄市鳳山區,男性,24,5,軍警專修班,2-3萬元以下,70歲及以上,高雄市鳳山區,高雄市,,25000,10.126631,1,0,36,7.8571429,14
717210,台南市仁德區,男性,25,4,無(不識字)(跳答7),1-2萬元以下,70歲及以上,台南市仁德區,台南市,,15000,9.6158056,1,0,37,6.8571429,13
237117,新北市三峽區,男性,25,1,國(初)中,1萬元以下,70歲及以上,新北市三峽區,新北市,9,5000,8.5171928,1,0,37,6.8571429,13
600124,嘉義市,男性,24,12,初職,2-3萬元以下,70歲及以上,嘉義市,嘉義市,,25000,10.126631,1,0,37,6.8571429,13
510208,彰化縣員林鎮,女性,24,11,小學,跳答,70歲及以上,彰化縣員林鎮,彰化縣,6,,,0,1,37,6.8571429,13
206205,基隆市七堵區,女性,25,5,無(不識字)(跳答7),跳答,70歲及以上,基隆市七堵區,基隆市,,,,0,1,37,6.8571429,13
812216,高雄市小港區,女性,25,2,無(不識字)(跳答7),1萬元以下,70歲及以上,高雄市小港區,高雄市,,5000,8.5171928,0,1,37,6.8571429,13
931228,屏東縣佳冬鄉,男性,24,12,小學,跳答,70歲及以上,屏東縣佳冬鄉,屏東縣,6,,,1,0,37,6.8571429,13
234228,新北市永和區,男性,25,7,士官學校,2-3萬元以下,70歲及以上,新北市永和區,新北市,,25000,10.126631,1,0,37,6.8571429,13
234215,新北市永和區,女性,25,5,小學,2-3萬元以下,70歲及以上,新北市永和區,新北市,6,25000,10.126631,0,1,37,6.8571429,13
237132,新北市三峽區,女性,25,6,無(不識字)(跳答7),跳答,70歲及以上,新北市三峽區,新北市,,,,0,1,37,6.8571429,13
702222,台南市南區,女性,24,11,小學,1萬元以下,70歲及以上,台南市南區,台南市,6,5000,8.5171928,0,1,37,6.8571429,13
111139,台北市士林區,女性,25,3,國(初)中,跳答,70歲及以上,台北市士林區,台北市,9,,,0,1,37,6.8571429,13
981217,花蓮縣玉里鎮,女性,25,1,小學,跳答,70歲及以上,花蓮縣玉里鎮,花蓮縣,6,,,0,1,37,6.8571429,13
269215,宜蘭縣冬山鄉,男性,26,7,無(不識字)(跳答7),無收入,70歲及以上,宜蘭縣冬山鄉,宜蘭縣,,0,0,1,0,38,8.5,11
510113,彰化縣員林鎮,女性,26,2,小學,跳答,70歲及以上,彰化縣員林鎮,彰化縣,6,,,0,1,38,8.5,11
651110,雲林縣北港鎮,女性,26,5,無(不識字)(跳答7),1萬元以下,70歲及以上,雲林縣北港鎮,雲林縣,,5000,8.5171928,0,1,38,8.5,11
437212,台中市大甲區,女性,25,11,無(不識字)(跳答7),跳答,70歲及以上,台中市大甲區,台中市,,,,0,1,38,8.5,11
604124,嘉義縣竹崎鄉,女性,25,10,無(不識字)(跳答7),跳答,70歲及以上,嘉義縣竹崎鄉,嘉義縣,,,,0,1,38,8.5,11
651103,雲林縣北港鎮,男性,26,1,小學,1萬元以下,70歲及以上,雲林縣北港鎮,雲林縣,6,5000,8.5171928,1,0,38,8.5,11
300101,新竹市,男性,25,10,高職(續答6a1),1萬元以下,70歲及以上,新竹市,新竹市,12,5000,8.5171928,1,0,38,8.5,11
722122,台南市佳里區,男性,26,4,國(初)中,無收入,70歲及以上,台南市佳里區,台南市,9,0,0,1,0,38,8.5,11
653121,雲林縣口湖鄉,男性,25,9,無(不識字)(跳答7),跳答,70歲及以上,雲林縣口湖鄉,雲林縣,,,,1,0,38,8.5,11
238201,新北市樹林區,男性,26,8,小學,無收入,70歲及以上,新北市樹林區,新北市,6,0,0,1,0,38,8.5,11
407121,台中市西屯區,男性,26,5,高職(續答6a1),5-6萬元以下,70歲及以上,台中市西屯區,台中市,12,55000,10.915089,1,0,38,8.5,11
981111,花蓮縣玉里鎮,男性,26,9,小學,1萬元以下,70歲及以上,花蓮縣玉里鎮,花蓮縣,6,5000,8.5171928,1,0,39,9.666667,8
414225,台中市烏日區,女性,27,2,小學,跳答,70歲及以上,台中市烏日區,台中市,6,,,0,1,39,9.666667,8
237216,新北市三峽區,女性,27,1,小學,跳答,70歲及以上,新北市三峽區,新北市,6,,,0,1,39,9.666667,8
110138,台北市信義區,男性,27,4,碩士(續答6a2),1萬元以下,70歲及以上,台北市信義區,台北市,18,5000,8.5171928,1,0,39,9.666667,8
503116,彰化縣花壇鄉,男性,27,1,小學,1-2萬元以下,70歲及以上,彰化縣花壇鄉,彰化縣,6,15000,9.6158056,1,0,39,9.666667,8
114206,台北市內湖區,男性,27,8,大學(續答6a2),1-2萬元以下,70歲及以上,台北市內湖區,台北市,16,15000,9.6158056,1,0,39,9.666667,8
653114,雲林縣口湖鄉,女性,27,2,無(不識字)(跳答7),跳答,70歲及以上,雲林縣口湖鄉,雲林縣,,,,0,1,39,9.666667,8
604207,嘉義縣竹崎鄉,男性,27,3,無(不識字)(跳答7),1-2萬元以下,70歲及以上,嘉義縣竹崎鄉,嘉義縣,,15000,9.6158056,1,0,39,9.666667,8
206217,基隆市七堵區,女性,27,10,無(不識字)(跳答7),跳答,70歲及以上,基隆市七堵區,基隆市,,,,0,1,40,6.818182,17
981116,花蓮縣玉里鎮,男性,28,4,小學,跳答,70歲及以上,花蓮縣玉里鎮,花蓮縣,6,,,1,0,40,6.818182,17
324203,桃園市平鎮區,女性,28,6,小學,無收入,70歲及以上,桃園市平鎮區,桃園市,6,0,0,0,1,40,6.818182,17
412217,台中市大里區,女性,28,1,自修(識字、私塾)(跳答7),跳答,70歲及以上,台中市大里區,台中市,,,,0,1,40,6.818182,17
302133,新竹縣竹北市,男性,28,2,自修(識字、私塾)(跳答7),跳答,70歲及以上,新竹縣竹北市,新竹縣,,,,1,0,40,6.818182,17
114237,台北市內湖區,男性,28,1,小學,1-2萬元以下,70歲及以上,台北市內湖區,台北市,6,15000,9.6158056,1,0,40,6.818182,17
821103,高雄市路竹區,男性,28,8,小學,1萬元以下,70歲及以上,高雄市路竹區,高雄市,6,5000,8.5171928,1,0,40,6.818182,17
811108,高雄市楠梓區,女性,27,12,小學,跳答,70歲及以上,高雄市楠梓區,高雄市,6,,,0,1,40,6.818182,17
813227,高雄市左營區,男性,27,9,小學,1-2萬元以下,70歲及以上,高雄市左營區,高雄市,6,15000,9.6158056,1,0,40,6.818182,17
523113,彰化縣埤頭鄉,女性,28,3,無(不識字)(跳答7),無收入,70歲及以上,彰化縣埤頭鄉,彰化縣,,0,0,0,1,40,6.818182,17
302127,新竹縣竹北市,女性,28,8,自修(識字、私塾)(跳答7),跳答,70歲及以上,新竹縣竹北市,新竹縣,,,,0,1,40,6.818182,17
360210,苗栗縣苗栗市,男性,28,7,國(初)中,1萬元以下,70歲及以上,苗栗縣苗栗市,苗栗縣,9,5000,8.5171928,1,0,40,6.818182,17
244237,新北市林口區,男性,28,4,小學,不知道,70歲及以上,新北市林口區,新北市,6,,,1,0,40,6.818182,17
206209,基隆市七堵區,女性,28,8,小學,跳答,70歲及以上,基隆市七堵區,基隆市,6,,,0,1,40,6.818182,17
103211,台北市大同區,男性,28,6,高中(續答6a1),1-2萬元以下,70歲及以上,台北市大同區,台北市,12,15000,9.6158056,1,0,40,6.818182,17
510118,彰化縣員林鎮,女性,27,12,小學,無收入,70歲及以上,彰化縣員林鎮,彰化縣,6,0,0,0,1,40,6.818182,17
526218,彰化縣二林鎮,女性,28,4,無(不識字)(跳答7),跳答,70歲及以上,彰化縣二林鎮,彰化縣,,,,0,1,40,6.818182,17
242102,新北市新莊區,女性,29,3,小學,1萬元以下,70歲及以上,新北市新莊區,新北市,6,5000,8.5171928,0,1,41,8.333333,19
300207,新竹市,男性,29,1,高職(續答6a1),無收入,70歲及以上,新竹市,新竹市,12,0,0,1,0,41,8.333333,19
709116,台南市安南區,女性,28,12,高職(續答6a1),無收入,70歲及以上,台南市安南區,台南市,12,0,0,0,1,41,8.333333,19
269108,宜蘭縣冬山鄉,女性,29,1,無(不識字)(跳答7),跳答,70歲及以上,宜蘭縣冬山鄉,宜蘭縣,,,,0,1,41,8.333333,19
207213,新北市萬里區,女性,28,10,無(不識字)(跳答7),1萬元以下,70歲及以上,新北市萬里區,新北市,,5000,8.5171928,0,1,41,8.333333,19
701224,台南市東區,男性,29,8,高職(續答6a1),跳答,70歲及以上,台南市東區,台南市,12,,,1,0,41,8.333333,19
302128,新竹縣竹北市,女性,29,7,自修(識字、私塾)(跳答7),1萬元以下,70歲及以上,新竹縣竹北市,新竹縣,,5000,8.5171928,0,1,41,8.333333,19
235138,新北市中和區,女性,28,10,小學,跳答,70歲及以上,新北市中和區,新北市,6,,,0,1,41,8.333333,19
222104,新北市深坑區,女性,29,2,小學,無收入,70歲及以上,新北市深坑區,新北市,6,0,0,0,1,41,8.333333,19
523225,彰化縣埤頭鄉,女性,29,2,無(不識字)(跳答7),1萬元以下,70歲及以上,彰化縣埤頭鄉,彰化縣,,5000,8.5171928,0,1,41,8.333333,19
973123,花蓮縣吉安鄉,女性,28,10,無(不識字)(跳答7),跳答,70歲及以上,花蓮縣吉安鄉,花蓮縣,,,,0,1,41,8.333333,19
106213,台北市大安區,女性,28,9,無(不識字)(跳答7),跳答,70歲及以上,台北市大安區,台北市,,,,0,1,41,8.333333,19
269217,宜蘭縣冬山鄉,男性,28,12,小學,1萬元以下,70歲及以上,宜蘭縣冬山鄉,宜蘭縣,6,5000,8.5171928,1,0,41,8.333333,19
801107,高雄市前金區,男性,29,1,小學,跳答,70歲及以上,高雄市前金區,高雄市,6,,,1,0,41,8.333333,19
269103,宜蘭縣冬山鄉,女性,29,2,小學,跳答,70歲及以上,宜蘭縣冬山鄉,宜蘭縣,6,,,0,1,41,8.333333,19
437122,台中市大甲區,女性,29,2,小學,跳答,70歲及以上,台中市大甲區,台中市,6,,,0,1,41,8.333333,19
116102,台北市文山區,男性,28,12,大學(續答6a2),無收入,70歲及以上,台北市文山區,台北市,16,0,0,1,0,41,8.333333,19
328209,桃園市觀音區,男性,29,1,自修(識字、私塾)(跳答7),1-2萬元以下,70歲及以上,桃園市觀音區,桃園市,,15000,9.6158056,1,0,41,8.333333,19
238219,新北市樹林區,女性,29,1,小學,跳答,70歲及以上,新北市樹林區,新北市,6,,,0,1,41,8.333333,19
106207,台北市大安區,女性,30,1,小學,跳答,70歲及以上,台北市大安區,台北市,6,,,0,1,42,8.272727,15
234135,新北市永和區,女性,30,3,國(初)中,無收入,70歲及以上,新北市永和區,新北市,9,0,0,0,1,42,8.272727,15
111204,台北市士林區,男性,30,4,大學(續答6a2),1萬元以下,70歲及以上,台北市士林區,台北市,16,5000,8.5171928,1,0,42,8.272727,15
235204,新北市中和區,女性,29,11,小學,跳答,70歲及以上,新北市中和區,新北市,6,,,0,1,42,8.272727,15
510108,彰化縣員林鎮,女性,30,4,高職(續答6a1),跳答,70歲及以上,彰化縣員林鎮,彰化縣,12,,,0,1,42,8.272727,15
813112,高雄市左營區,女性,30,6,無(不識字)(跳答7),跳答,70歲及以上,高雄市左營區,高雄市,,,,0,1,42,8.272727,15
220133,新北市板橋區,男性,29,11,小學,無收入,70歲及以上,新北市板橋區,新北市,6,0,0,1,0,42,8.272727,15
302228,新竹縣竹北市,女性,30,8,小學,跳答,70歲及以上,新竹縣竹北市,新竹縣,6,,,0,1,42,8.272727,15
621224,嘉義縣民雄鄉,女性,30,4,無(不識字)(跳答7),跳答,70歲及以上,嘉義縣民雄鄉,嘉義縣,,,,0,1,42,8.272727,15
701108,台南市東區,女性,29,9,小學,跳答,70歲及以上,台南市東區,台南市,6,,,0,1,42,8.272727,15
946201,屏東縣恆春鎮,男性,30,2,國(初)中,跳答,70歲及以上,屏東縣恆春鎮,屏東縣,9,,,1,0,42,8.272727,15
302137,新竹縣竹北市,女性,30,1,無(不識字)(跳答7),跳答,70歲及以上,新竹縣竹北市,新竹縣,,,,0,1,42,8.272727,15
333218,桃園市龜山區,女性,30,5,無(不識字)(跳答7),1萬元以下,70歲及以上,桃園市龜山區,桃園市,,5000,8.5171928,0,1,42,8.272727,15
206202,基隆市七堵區,男性,30,7,小學,1萬元以下,70歲及以上,基隆市七堵區,基隆市,6,5000,8.5171928,1,0,42,8.272727,15
702202,台南市南區,男性,30,3,國(初)中,1萬元以下,70歲及以上,台南市南區,台南市,9,5000,8.5171928,1,0,42,8.272727,15
931210,屏東縣佳冬鄉,女性,31,6,小學,跳答,70歲及以上,屏東縣佳冬鄉,屏東縣,6,,,0,1,43,8.5384617,16
813211,高雄市左營區,男性,30,10,小學,1萬元以下,70歲及以上,高雄市左營區,高雄市,6,5000,8.5171928,1,0,43,8.5384617,16
526207,彰化縣二林鎮,女性,30,12,高職(續答6a1),拒答,70歲及以上,彰化縣二林鎮,彰化縣,12,,,0,1,43,8.5384617,16
653203,雲林縣口湖鄉,男性,31,4,小學,跳答,70歲及以上,雲林縣口湖鄉,雲林縣,6,,,1,0,43,8.5384617,16
551106,南投縣名間鄉,男性,30,9,小學,1萬元以下,70歲及以上,南投縣名間鄉,南投縣,6,5000,8.5171928,1,0,43,8.5384617,16
503223,彰化縣花壇鄉,女性,30,12,小學,1萬元以下,70歲及以上,彰化縣花壇鄉,彰化縣,6,5000,8.5171928,0,1,43,8.5384617,16
973103,花蓮縣吉安鄉,女性,30,10,小學,跳答,70歲及以上,花蓮縣吉安鄉,花蓮縣,6,,,0,1,43,8.5384617,16
111201,台北市士林區,男性,30,9,三專,3-4萬元以下,70歲及以上,台北市士林區,台北市,15,35000,10.463103,1,0,43,8.5384617,16
364101,苗栗縣大湖鄉,女性,31,7,無(不識字)(跳答7),跳答,70歲及以上,苗栗縣大湖鄉,苗栗縣,,,,0,1,43,8.5384617,16
981206,花蓮縣玉里鎮,男性,31,5,小學,1萬元以下,70歲及以上,花蓮縣玉里鎮,花蓮縣,6,5000,8.5171928,1,0,43,8.5384617,16
360214,苗栗縣苗栗市,男性,30,10,高中(續答6a1),1萬元以下,70歲及以上,苗栗縣苗栗市,苗栗縣,12,5000,8.5171928,1,0,43,8.5384617,16
701104,台南市東區,女性,30,12,無(不識字)(跳答7),跳答,70歲及以上,台南市東區,台南市,,,,0,1,43,8.5384617,16
523211,彰化縣埤頭鄉,女性,30,12,無(不識字)(跳答7),1萬元以下,70歲及以上,彰化縣埤頭鄉,彰化縣,,5000,8.5171928,0,1,43,8.5384617,16
114103,台北市內湖區,女性,30,11,高職(續答6a1),跳答,70歲及以上,台北市內湖區,台北市,12,,,0,1,43,8.5384617,16
722107,台南市佳里區,男性,31,8,小學,1萬元以下,70歲及以上,台南市佳里區,台南市,6,5000,8.5171928,1,0,43,8.5384617,16
414128,台中市烏日區,男性,31,2,高職(續答6a1),1-2萬元以下,70歲及以上,台中市烏日區,台中市,12,15000,9.6158056,1,0,43,8.5384617,16
931220,屏東縣佳冬鄉,女性,32,3,小學,跳答,70歲及以上,屏東縣佳冬鄉,屏東縣,6,,,0,1,44,7.7333331,24
328222,桃園市觀音區,女性,32,8,小學,跳答,70歲及以上,桃園市觀音區,桃園市,6,,,0,1,44,7.7333331,24
970124,花蓮縣花蓮市,女性,31,11,高中(續答6a1),跳答,70歲及以上,花蓮縣花蓮市,花蓮縣,12,,,0,1,44,7.7333331,24
551103,南投縣名間鄉,女性,31,9,無(不識字)(跳答7),1萬元以下,70歲及以上,南投縣名間鄉,南投縣,,5000,8.5171928,0,1,44,7.7333331,24
237122,新北市三峽區,女性,31,12,無(不識字)(跳答7),1-2萬元以下,70歲及以上,新北市三峽區,新北市,,15000,9.6158056,0,1,44,7.7333331,24
551206,南投縣名間鄉,男性,31,11,小學,不知道,70歲及以上,南投縣名間鄉,南投縣,6,,,1,0,44,7.7333331,24
801217,高雄市前金區,女性,32,6,無(不識字)(跳答7),拒答,70歲及以上,高雄市前金區,高雄市,,,,0,1,44,7.7333331,24
300137,新竹市,男性,31,11,國(初)中,無收入,70歲及以上,新竹市,新竹市,9,0,0,1,0,44,7.7333331,24
326110,桃園市楊梅區,男性,31,12,小學,1萬元以下,70歲及以上,桃園市楊梅區,桃園市,6,5000,8.5171928,1,0,44,7.7333331,24
412113,台中市大里區,女性,31,11,國(初)中,跳答,70歲及以上,台中市大里區,台中市,9,,,0,1,44,7.7333331,24
717205,台南市仁德區,男性,32,7,小學,1萬元以下,70歲及以上,台南市仁德區,台南市,6,5000,8.5171928,1,0,44,7.7333331,24
412210,台中市大里區,男性,32,6,國(初)中,跳答,70歲及以上,台中市大里區,台中市,9,,,1,0,44,7.7333331,24
551102,南投縣名間鄉,女性,32,1,無(不識字)(跳答7),無收入,70歲及以上,南投縣名間鄉,南投縣,,0,0,0,1,44,7.7333331,24
830207,高雄市鳳山區,女性,32,7,無(不識字)(跳答7),跳答,70歲及以上,高雄市鳳山區,高雄市,,,,0,1,44,7.7333331,24
413116,台中市霧峰區,女性,32,1,五專,6-7萬元以下,70歲及以上,台中市霧峰區,台中市,14,65000,11.082143,0,1,44,7.7333331,24
801238,高雄市前金區,男性,32,6,國(初)中,2-3萬元以下,70歲及以上,高雄市前金區,高雄市,9,25000,10.126631,1,0,44,7.7333331,24
